ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_943,debugPmYSL:debug552ty,1712585769362,18,5,test,3,6,240.0,270,The Rock was picked up by a crane in the scrapyard along a converyor belt into a big fiery melting pot.,6,133896,test_seg6_desc,/static/video/F/filmfest_clip8_F_5.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""270"", ""content"": ""The Rock was picked up by a crane in the scrapyard along a converyor belt into a big fiery melting pot."", ""importance"": ""6"", ""time"": 133896, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_943,debugPmYSL:debug552ty,1712586034299,21,5,test,4,8,330.0,331,"The Rock was put into a rocket and sent up to space as a satellite.. However, it crash landed back on Earth dramatically changing the environment. The Rock became part of the new, bigger environment, which included hills and a lake. That was the end.",7,186686,test_seg8_desc,/static/video/F/filmfest_clip8_F_7.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The Rock was put into a rocket and sent up to space as a satellite.. However, it crash landed back on Earth dramatically changing the environment. The Rock became part of the new, bigger environment, which included hills and a lake. That was the end."", ""importance"": ""7"", ""time"": 186686, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_871,debugNlpnB:debug43wrn,1713798036296,12,2,test,1,2,30.0,60,"There was a gigantic rock with two eyes where its lives peacefully with other creatures, there was an erosion that occured which washes most part of the surface reducing it to a small size. After sometime tree grew on the reduced rock and a man came to cut part of tree while the rock can still see.",6,252392,test_seg2_desc,/static/video/C/filmfest_clip8_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""There was a gigantic rock with two eyes where its lives peacefully with other creatures, there was an erosion that occured which washes most part of the surface reducing it to a small size. After sometime tree grew on the reduced rock and a man came to cut part of tree while the rock can still see."", ""importance"": ""6"", ""time"": 252392, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_871,debugNlpnB:debug43wrn,1713798929960,15,2,test,2,4,120.0,150,"The rock was pulled down and taken to a refining hub, it was then used as a dynamite to fight the enemies of the refiners. The refiners targeted their enemies which cut across and destroyed a lot and found it way back to te river since the rivals were both on the sea fighting. The rock finally found his way back to the land after sometimes of destroying. ",6,190966,test_seg4_desc,/static/video/C/filmfest_clip8_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""The rock was pulled down and taken to a refining hub, it was then used as a dynamite to fight the enemies of the refiners. The refiners targeted their enemies which cut across and destroyed a lot and found it way back to te river since the rivals were both on the sea fighting. The rock finally found his way back to the land after sometimes of destroying. "", ""importance"": ""6"", ""time"": 190966, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_871,debugNlpnB:debug43wrn,1713799440319,18,2,test,3,6,210.0,240,The rock was caught up again by a stranger by the sea and taking for exhibition where its escaped and found its way in trash can. The person with the trash threw it away far awya that it broken into someone apartment,6,137649,test_seg6_desc,/static/video/C/filmfest_clip8_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""The rock was caught up again by a stranger by the sea and taking for exhibition where its escaped and found its way in trash can. The person with the trash threw it away far awya that it broken into someone apartment"", ""importance"": ""6"", ""time"": 137649, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_871,debugNlpnB:debug43wrn,1713799866328,21,2,test,4,8,300.0,330,"The rock was used as an enabler to view the sky for the astronuts who went for research purpose. After getting to the sky, the apparatus used was dismantled and sent back to the Erath and straight into the water bodywhee it began to form a bigger rock.",6,174148,test_seg8_desc,/static/video/C/filmfest_clip8_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""The rock was used as an enabler to view the sky for the astronuts who went for research purpose. After getting to the sky, the apparatus used was dismantled and sent back to the Erath and straight into the water bodywhee it began to form a bigger rock."", ""importance"": ""6"", ""time"": 174148, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1894,debugpLm1B:debugcN7fg,1712153315533,12,1,test,1,2,20.0,50,"The big rock/mountain with a face on it, falls asleep and we see a timelapse of millions of years, with dinosaurs chasing each other, mammoths, trees growing. The rock/mountain is asleep while all this is happening, and then we hear tree branches breaking and the rock/mountain almost waking up. Finally we see that the noise was coming from a man chopping down a tree that was on top of the rock. The rock also shrunk in size.",7,205438,test_seg2_desc,/static/video/B/filmfest_clip8_B_1.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""50"", ""content"": ""The big rock/mountain with a face on it, falls asleep and we see a timelapse of millions of years, with dinosaurs chasing each other, mammoths, trees growing. The rock/mountain is asleep while all this is happening, and then we hear tree branches breaking and the rock/mountain almost waking up. Finally we see that the noise was coming from a man chopping down a tree that was on top of the rock. The rock also shrunk in size."", ""importance"": ""7"", ""time"": 205438, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1894,debugpLm1B:debugcN7fg,1712153619358,15,1,test,2,4,110.0,140,"The rock was shaped into a round ball using old equipment and a few soldiers carry that rock and place it in a cannon. They fire the cannon and the rock lands on the enemy's side, breaking into smaller pieces. One of the pieces lands in an ocean/river. The rock tries to the hold onto something at the bottom of the ocean since it was being pulled by a whirlpool.",7,199504,test_seg4_desc,/static/video/B/filmfest_clip8_B_3.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""140"", ""content"": ""The rock was shaped into a round ball using old equipment and a few soldiers carry that rock and place it in a cannon. They fire the cannon and the rock lands on the enemy's side, breaking into smaller pieces. One of the pieces lands in an ocean/river. The rock tries to the hold onto something at the bottom of the ocean since it was being pulled by a whirlpool."", ""importance"": ""7"", ""time"": 199504, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1894,debugpLm1B:debugcN7fg,1712154014084,18,1,test,3,6,200.0,230,"The rock lands on an ocean bed, and then it walks up to a tree and falls asleep when it is woken up by an archeologist, who takes the rock and places it in a toolbox. The rock is placed in a museum, where a child scares the rock and the rock falls backwards into a vent and lands in a janitor's trolley. Then the janitor throws out the trash onto a street, where it is kicked by a person and then picked up and thrown into a window of an apartment complex where it hits a man on his forehead and bounces off and breaks into smaller pieces. The rock ends up in a car's engine between mechanical gears, then it falls to the ground and is crushed by a construction vehicle.",7,290313,test_seg6_desc,/static/video/B/filmfest_clip8_B_5.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""230"", ""content"": ""The rock lands on an ocean bed, and then it walks up to a tree and falls asleep when it is woken up by an archeologist, who takes the rock and places it in a toolbox. The rock is placed in a museum, where a child scares the rock and the rock falls backwards into a vent and lands in a janitor's trolley. Then the janitor throws out the trash onto a street, where it is kicked by a person and then picked up and thrown into a window of an apartment complex where it hits a man on his forehead and bounces off and breaks into smaller pieces. The rock ends up in a car's engine between mechanical gears, then it falls to the ground and is crushed by a construction vehicle."", ""importance"": ""7"", ""time"": 290313, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1894,debugpLm1B:debugcN7fg,1712154335120,21,1,test,4,8,290.0,320,"The satellite is propelled forward at a very high speed, it bounces off an asteroid and ends up in the orbit of the moon. It catches fire and when it lands on the surface of the moon, it forms a part of the land, which results in the land becoming just like Earth with grass and trees growing, and rain pouring down, etc. Just like the scene at the beginning of the movie where the rock was on Earth.",7,217677,test_seg8_desc,/static/video/B/filmfest_clip8_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""The satellite is propelled forward at a very high speed, it bounces off an asteroid and ends up in the orbit of the moon. It catches fire and when it lands on the surface of the moon, it forms a part of the land, which results in the land becoming just like Earth with grass and trees growing, and rain pouring down, etc. Just like the scene at the beginning of the movie where the rock was on Earth."", ""importance"": ""7"", ""time"": 217677, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1484,debugdpqrJ:debugxbrsA,1712073938100,12,3,test,1,2,40.0,70,"The mountain we saw at the start has existed for many years and has seen many different stages of humans. Eventually he is worn down to a rock, and then we see him woken up by a man who is chopping a tree on top of him. He does not like his surroundings so he pulls himself out of the ground and walks away.",6,140911,test_seg2_desc,/static/video/D/filmfest_clip8_D_1.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""70"", ""content"": ""The mountain we saw at the start has existed for many years and has seen many different stages of humans. Eventually he is worn down to a rock, and then we see him woken up by a man who is chopping a tree on top of him. He does not like his surroundings so he pulls himself out of the ground and walks away."", ""importance"": ""6"", ""time"": 140911, ""tag"": ""test_seg2_desc""}",2023-2024 Run
